CAMPUS,CAMPNAME,C_RATING,GRDSPAN,GRDTYPE
'015907050,LONGFELLOW MIDDLE,F,'06 - 08,M
'015907051,LOWELL MIDDLE,F,'06 - 08,M
'015907053,PAGE MIDDLE,B,'08 - 08,M
'015907054,POE MIDDLE,D,'06 - 08,M
'015907055,RHODES MIDDLE,C,'06 - 08,M
'015907057,ROGERS MIDDLE,F,'06 - 08,M
'015907059,WHITTIER MIDDLE,B,'06 - 08,M
'015907061,TAFOLLA MIDDLE,C,'07 - 08,M
'015907064,BREWER ACADEMY,Not Rated,'07 - 12,S
'015907101,ARNOLD EL,C,'PK - 05,E
'015907103,CHARLES C BALL ACADEMY,D,'EE - 08,E
'015907105,BASKIN EL,B,'PK - 05,E
'015907106,BEACON HILL ACADEMY,F,'PK - 08,E
'015907107,BONHAM ACADEMY,D,'KG - 08,E
'015907110,J T BRACKENRIDGE EL,F,'PK - 06,E
'015907112,BRISCOE EL,C,'EE - 05,E
'015907114,CAMERON EL,C,'EE - 05,E
'015907116,COLLINS GARDEN EL,C,'PK - 05,E
'015907117,AGNES COTTON ACADEMY,B,'PK - 08,E
'015907118,DAVID CROCKETT ACADEMY,D,'PK - 07,E
'015907119,DOUGLASS ACADEMY,F,'PK - 07,E
'015907121,DE ZAVALA EL,C,'EE - 06,E
'015907123,FENWICK ACADEMY,D,'PK - 07,E
'015907124,MURIEL FORBES ACADEMY,C,'PK - 08,E
'015907125,FOSTER ACADEMY,D,'EE - 08,E
'015907126,FRANKLIN EL,B,'PK - 05,E
'015907127,GATES EL,B,'PK - 06,E
'015907129,CHARLES GRAEBNER EL,B,'PK - 05,E
'015907131,ROBERT B GREEN ACADEMY,D,'KG - 07,E
'015907132,HERFF ACADEMY,F,'PK - 07,E
'015907134,HIGHLAND HILLS EL,B,'PK - 05,E
'015907135,HIGHLAND PARK EL,A,'PK - 05,E
'015907136,HILLCREST EL,C,'PK - 05,E
'015907137,HIRSCH EL,D,'PK - 05,E
'015907138,IRVING DUAL LANGUAGE ACADEMY,C,'PK - 02,E
'015907139,HUPPERTZ EL,F,'PK - 05,E
'015907140,RODRIGUEZ EL,D,'PK - 05,E
'015907141,ELOISE JAPHET ACADEMY,D,'PK - 08,E
'015907142,M L KING ACADEMY,B,'KG - 08,E
'015907143,GEORGE E KELLY EL,B,'PK - 05,E
'015907144,SARAH S KING EL,C,'EE - 05,E
'015907146,LAMAR EL,D,'PK - 06,E
'015907147,BOWDEN ACADEMY,F,'EE - 08,E
'015907148,MADISON EL,C,'PK - 05,E
'015907149,MARGIL ACADEMY,C,'PK - 07,E
'015907150,MAVERICK EL,D,'EE - 05,E
'015907153,DORIE MILLER EL,C,'PK - 05,E
'015907155,NEAL EL,C,'PK - 05,E
'015907157,OGDEN ACADEMY,F,'PK - 07,E
'015907158,PERSHING EL,C,'PK - 06,E
'015907160,RIVERSIDE PARK ACADEMY,D,'PK - 07,E
'015907161,ROGERS ACADEMY,D,'PK - 08,E
'015907162,DAVID BARKLEY/FRANCISCO RUIZ EL,C,'PK - 06,E
'015907163,MARK TWAIN DUAL LANGUAGE ACADEMY,A,'PK - 04,E
'015907164,SCHENCK EL,A,'EE - 05,E
'015907165,SMITH EL,F,'EE - 05,E
'015907166,STEELE MONTESSORI ACADEMY,D,'EE - 02,E
'015907168,P F STEWART EL,D,'PK - 05,E
'015907169,STORM EL,F,'PK - 05,E
'015907172,WASHINGTON EL,C,'PK - 06,E
'015907174,WILSON EL,C,'PK - 05,E
'015907175,WOODLAWN ACADEMY,D,'KG - 08,E
'015907176,WOODLAWN HILLS EL,D,'PK - 05,E
'015907177,YOUNG MEN'S LEADERSHIP ACADEMY,B,'04 - 09,B
'015907179,HAWTHORNE PK-8 ACADEMY,D,'KG - 08,E
'015907180,JT BRACKENRIDGE DAEP,Not Rated,'03 - 04,E
'015907182,HEALY-MURPHY,D,'09 - 12,S
'015907184,CHRISTUS SANTA ROSA,Not Rated,'04 - 12,B
'015907186,SEIDEL LEARNING CENTER,Not Rated,'06 - 12,B
'015907195,JUVENILE DETENT CTR,Not Rated,'06 - 12,B
'015907201,CHILDREN'S SHELTER OF SA,Not Rated,'PK - 05,E
'015907202,HEALY MURPHY PK,D,'PK - PK,E
'015907210,MISSION ACADEMY,B,'PK - 08,E
'015907239,SAISD - PK 4 SA,B,'PK - PK,E
'015907240,CARROLL EARLY CHILDHOOD CAMPUS,B,'EE - 01,E
'015907241,CARVAJAL EARLY CHILDHOOD CAMPUS,C,'PK - PK,E
'015907242,KNOX EARLY CHILDHOOD CAMPUS,B,'EE - PK,E
'015907244,TYNAN EARLY CHILDHOOD CAMPUS,A,'PK - PK,E
'015907245,NELSON EARLY CHILDHOOD CAMPUS,D,'EE - PK,E
'015907246,GONZALES EARLY CHILDHOOD CAMPUS,D,'PK - PK,E
'015908001,SOUTH SAN ANTONIO H S,C,'09 - 12,S
'015908037,BEXAR CO J J A E P,Not Rated,'11 - 11,S
'015908041,DWIGHT MIDDLE,D,'06 - 08,M
'015908042,ALAN B SHEPARD MIDDLE,D,'06 - 08,M
'015908044,ROBERT C ZAMORA MIDDLE,C,'06 - 08,M
'015908104,HUTCHINS EL,D,'EE - 05,E
'015908105,KINDRED EL,B,'PK - 05,E
'015908106,PALO ALTO EL,C,'EE - 05,E
'015908107,PRICE EL,C,'PK - 05,E
'015908108,FRANK MADLA EL,F,'PK - 05,E
'015908109,FIVE PALMS EL,B,'PK - 05,E
'015908110,NEIL ARMSTRONG EL,D,'EE - 05,E
'015908112,MIGUEL CARRILLO JR EL,D,'PK - 05,E
'015908113,ROY BENAVIDEZ EL,C,'PK - 05,E
'015909001,SOMERSET H S,B,'08 - 12,S
'015909006,SHIRLEEN ZACHARIAS EARLY CLGE LEAD,A,'09 - 12,S
'015909041,SOMERSET J H,B,'07 - 08,M
'015909101,SOMERSET EL,B,'01 - 04,E
'015909103,SOMERSET EARLY CHILDHOOD EL,B,'EE - KG,E
'015909104,S/SGT MICHAEL P BARRERA VETERANS E,C,'PK - 04,E
'015909105,SAVANNAH HEIGHTS INT,D,'05 - 06,M
'015910001,LEGACY OF EDUCATIONAL EXCELLENCE H,B,'09 - 12,S
'015910002,MACARTHUR H S,B,'09 - 12,S
'015910003,CHURCHILL H S,B,'09 - 12,S
'015910004,ROOSEVELT H S,C,'09 - 12,S
'015910005,MADISON H S,B,'09 - 12,S
'015910007,REAGAN H S,A,'09 - 12,S
'015910008,ACADEMY OF CREATIVE ED,A,'10 - 12,S
'015910009,INTERNATIONAL SCHOOL OF AMERICA,A,'09 - 12,S
'015910012,ALTER H S,Not Rated,'09 - 12,S
'015910014,JOHNSON H S,A,'09 - 12,S
'015910022,NORTH EAST J J A E P,Not Rated,'06 - 11,B
'015910041,EISENHOWER MIDDLE,C,'06 - 08,M
'015910042,GARNER MIDDLE,B,'06 - 08,M
'015910043,KRUEGER MIDDLE,B,'06 - 08,M
'015910044,NIMITZ MIDDLE,C,'06 - 08,M
'015910045,JACKSON MIDDLE,B,'06 - 08,M
'015910046,WHITE MIDDLE,B,'06 - 08,M
'015910047,WOOD MIDDLE,D,'06 - 08,M
'015910048,BRADLEY MIDDLE,B,'06 - 08,M
'015910049,DRISCOLL MIDDLE,C,'06 - 08,M
'015910050,BUSH MIDDLE,A,'06 - 08,M
'015910053,ALTER MIDDLE,Not Rated,'06 - 08,M
'015910054,HOMEBASED COMP ED,Not Rated,'10 - 11,S
'015910056,TEJEDA MIDDLE,A,'06 - 08,M
'015910057,LOPEZ MIDDLE,A,'06 - 08,M
'015910058,HARRIS MIDDLE,B,'06 - 08,M
'015910059,HILL MIDDLE,A,'06 - 08,M
'015910101,CASTLE HILLS EL,B,'KG - 05,E
'015910102,COKER EL,C,'PK - 05,E
'015910103,COLONIAL HILLS EL,C,'PK - 05,E
'015910104,DELLVIEW EL,B,'EE - 05,E
'015910105,EAST TERRELL HILLS EL,B,'PK - 05,E
'015910106,HARMONY HILLS EL,F,'EE - 05,E
'015910107,JACKSON-KELLER EL,C,'KG - 05,E
'015910108,LARKSPUR EL,C,'KG - 05,E
'015910109,NORTHWOOD EL,B,'KG - 05,E
'015910110,OAK GROVE EL,D,'EE - 05,E
'015910111,OLMOS EL,A,'PK - 05,E
'015910112,RIDGEVIEW EL,B,'EE - 05,E
'015910113,SERNA EL,C,'EE - 05,E
'015910114,WALZEM EL,C,'PK - 05,E
'015910115,WEST AVENUE EL,B,'PK - 05,E
'015910116,WILSHIRE EL,B,'EE - 05,E
'015910117,WINDCREST EL,C,'EE - 05,E
'015910118,CAMELOT EL,B,'PK - 05,E
'015910119,CLEAR SPRING EL,D,'KG - 05,E
'015910120,REGENCY PLACE EL,C,'KG - 05,E
'015910121,EL DORADO EL,C,'PK - 05,E
'015910122,MONTGOMERY EL,F,'EE - 05,E
'015910123,HIDDEN FOREST EL,A,'KG - 05,E
'015910124,WOODSTONE EL,D,'EE - 05,E
'015910125,STAHL EL,C,'KG - 05,E
'015910126,THOUSAND OAKS EL,C,'KG - 05,E
'015910127,NORTHERN HILLS EL,C,'PK - 05,E
'015910128,REDLAND OAKS EL,B,'EE - 05,E
'015910129,ENCINO PARK EL,A,'EE - 05,E
'015910130,FOX RUN EL,B,'EE - 05,E
'015910131,OAK MEADOW EL,B,'EE - 05,E
'015910133,STONE OAK EL,B,'EE - 05,E
'015910134,LONGS CREEK EL,A,'EE - 05,E
'015910135,HUEBNER EL,B,'EE - 05,E
'015910136,HARDY OAK EL,A,'EE - 05,E
'015910137,WETMORE EL,C,'EE - 05,E
'015910138,ROYAL RIDGE EL,C,'PK - 05,E
'015910139,ROAN FOREST EL,A,'PK - 05,E
'015910140,CANYON RIDGE EL,A,'EE - 05,E
'015910141,STEUBING RANCH EL,C,'EE - 05,E
'015910142,BULVERDE CREEK,A,'EE - 05,E
'015910143,WILDERNESS OAK EL,A,'KG - 05,E
'015910144,TUSCANY HEIGHTS,B,'KG - 05,E
'015910145,CIBOLO GREEN,A,'KG - 05,E
'015910146,LAS LOMAS EL,B,'EE - 05,E
'015910147,VINEYARD RANCH EL,A,'PK - 05,E
'015910160,ALTERNATIVE EL,Not Rated,'02 - 05,E
'015910312,NEISD - PK4SA,B,'PK - PK,E
'015911001,EAST CENTRAL H S,C,'09 - 12,S
'015911003,EAST CENTRAL CHOICE PROGAM,Not Rated,'07 - 11,S
'015911004,BEXAR CO J J A E P,Not Rated,'07 - 10,S
'015911005,BEXAR COUNTY LRN CTR,Not Rated,'07 - 12,S
'015911006,WILSON COUNTY BOOT CAMP,Not Rated,'07 - 07,M
'015911042,SALADO INT,D,'04 - 05,E
'015911043,EAST CENTRAL HERITAGE MIDDLE,D,'06 - 08,M
'015911044,LEGACY MIDDLE,F,'06 - 08,M
'015911102,HARMONY EL,D,'KG - 03,E
'015911103,PECAN VALLEY EL,C,'EE - 03,E
'015911104,SINCLAIR EL,D,'KG - 03,E
'015911105,EAST CENTRAL DEV CTR,D,'EE - PK,E
'015911106,HIGHLAND FOREST EL,F,'KG - 03,E
'015911108,TRADITION EL,D,'EE - 05,E
'015911109,PRE/K FOR SA - EAST CENTRAL ISD,D,'PK - PK,E
'015911110,OAK CREST EL,D,'EE - 05,E
'015912001,SOUTHWEST H S,B,'09 - 12,S
'015912005,SOUTHWEST LEGACY H S,C,'09 - 12,S
'015912006,CAST STEM H S,B,'09 - 09,S
'015912041,RONALD E MCNAIR MIDDLE,C,'06 - 08,M
'015912042,SHARON CHRISTA MCAULIFFE MIDDLE,F,'06 - 08,M
'015912044,FRANCIS R SCOBEE MIDDLE,C,'06 - 08,M
'015912045,JUDITH A RESNIK MIDDLE,B,'06 - 08,M
'015912101,SOUTHWEST EL,B,'EE - 05,E
'015912102,SUN VALLEY EL,B,'EE - 05,E
'015912103,INDIAN CREEK EL,B,'EE - 05,E
'015912104,BOB HOPE EL,B,'EE - 05,E
'015912105,SKY HARBOUR EL,B,'EE - 05,E
'015912106,HIDDEN COVE EL,C,'PK - 05,E
'015912107,BIG COUNTRY EL,A,'EE - 05,E
'015912108,ELM CREEK EL,B,'EE - 05,E
'015912109,KRIEWALD RD EL,B,'EE - 05,E
'015912110,SPICEWOOD PARK EL,D,'EE - 05,E
'015912111,MEDIO CREEK EL,B,'EE - 05,E
'015913001,VIRGINIA ALLRED STACEY JR/SR H S,A,'06 - 12,B
'015913003,JJAEP,Not Rated,'10 - 10,S
'015913101,LACKLAND EL,B,'EE - 05,E
'015914001,ROBERT G COLE MIDDLE/HIGH SCHOOL,A,'06 - 12,B
'015914101,FT SAM HOUSTON EL,B,'EE - 05,E
'015915001,HOLMES H S,B,'09 - 12,S
'015915002,JAY H S,C,'09 - 12,S
'015915003,MARSHALL H S,B,'09 - 12,S
'015915004,HOLMGREEN CENTER,Not Rated,'02 - 12,B
'015915005,CLARK H S,A,'09 - 12,S
'015915006,HEALTH CAREERS H S,A,'09 - 12,S
'015915007,TAFT H S,A,'09 - 12,S
'015915008,ALTERNATIVE H S,Not Rated,'09 - 12,S
'015915011,CHAVEZ EXCEL ACADEMY,Not Rated,'12 - 12,S
'015915013,REDDIX CENTER,Not Rated,'EE - 12,B
'015915016,O'CONNOR H S,A,'09 - 12,S
'015915019,WARREN H S,B,'09 - 12,S
'015915022,STEVENS H S,C,'09 - 12,S
'015915023,BRANDEIS H S,A,'09 - 12,S
'015915024,BRENNAN H S,A,'09 - 12,S
'015915025,HARLAN H S,A,'09 - 12,S
'015915035,DAEP AT HOLMGREEN,Not Rated,'01 - 10,B
'015915039,NISD BEXAR COUNTY JJA,Not Rated,'07 - 12,S
'015915041,NEFF MIDDLE,B,'06 - 08,M
'015915042,RAYBURN MIDDLE,C,'06 - 08,M
'015915043,ROSS MIDDLE,B,'06 - 08,M
'015915044,JONES MIDDLE,D,'06 - 08,M
'015915045,HOBBY MIDDLE,B,'06 - 08,M
'015915046,PEASE MIDDLE,C,'06 - 08,M
'015915047,STEVENSON MIDDLE,C,'06 - 08,M
'015915048,RUDDER MIDDLE,C,'06 - 08,M
'015915049,ZACHRY MIDDLE,C,'06 - 08,M
'015915050,STINSON MIDDLE,B,'06 - 08,M
'015915051,JORDAN MIDDLE,C,'06 - 08,M
'015915052,CONNALLY MIDDLE,B,'06 - 08,M
'015915053,RAWLINSON MIDDLE,B,'06 - 08,M
'015915054,LUNA MIDDLE,C,'06 - 08,M
'015915055,JEFFERSON MIDDLE,B,'06 - 08,M
'015915056,VALE MIDDLE,C,'06 - 08,M
'015915057,GARCIA MIDDLE,A,'06 - 08,M
'015915058,BRISCOE MIDDLE,B,'06 - 08,M
'015915059,FOLKS MIDDLE,B,'06 - 08,M
'015915060,BERNAL MIDDLE,B,'06 - 08,M
'015915062,ALTERNATIVE MIDDLE,Not Rated,'06 - 08,M
'015915101,CABLE EL,C,'EE - 05,E
'015915102,GLENN EL,D,'EE - 05,E
'015915103,GLENOAKS EL,B,'EE - 05,E
'015915104,HELOTES EL,A,'KG - 05,E
'015915105,HULL EL,C,'EE - 05,E
'015915106,ALLEN EL,B,'EE - 05,E
'015915107,FISHER EL,B,'EE - 05,E
'015915108,LEON VALLEY EL,B,'EE - 05,E
'015915109,LOCKE HILL EL,C,'EE - 05,E
'015915111,GLASS EL,C,'EE - 05,E
'015915112,POWELL EL,C,'EE - 05,E
'015915113,VALLEY HI EL,B,'EE - 05,E
'015915114,WESTWOOD TERRACE EL,C,'EE - 05,E
'015915115,COLONIES NORTH EL,B,'EE - 05,E
'015915116,VILLARREAL EL,D,'EE - 05,E
'015915117,MEADOW VILLAGE EL,C,'EE - 05,E
'015915118,OAK HILLS TERRACE EL,D,'EE - 05,E
'015915119,HOWSMAN EL,C,'EE - 05,E
'015915122,PASSMORE EL,C,'EE - 05,E
'015915123,ADAMS HILL EL,C,'EE - 05,E
'015915124,ESPARZA EL,D,'PK - 05,E
'015915125,BOONE EL,C,'EE - 05,E
'015915128,CARLOS COON EL,D,'EE - 05,E
'015915130,MURNIN EL,B,'EE - 05,E
'015915131,LINTON EL,B,'EE - 05,E
'015915132,TIMBERWILDE EL,C,'EE - 05,E
'015915134,BRAUN STATION EL,B,'EE - 05,E
'015915135,CODY EL,C,'EE - 05,E
'015915136,NORTHWEST CROSSING EL,B,'EE - 05,E
'015915138,KNOWLTON EL,B,'EE - 05,E
'015915141,FORESTER EL,B,'EE - 05,E
'015915143,SCOBEE EL,A,'EE - 05,E
'015915144,GALM EL,C,'EE - 05,E
'015915145,ELROD EL,C,'EE - 05,E
'015915148,WANKE EL,C,'EE - 05,E
'015915149,THORNTON EL,C,'EE - 05,E
'015915150,BRAUCHLE EL,B,'EE - 05,E
'015915151,FERNANDEZ EL,A,'EE - 05,E
'015915152,LEON SPRINGS EL,A,'EE - 05,E
'015915156,EVERS EL,C,'EE - 05,E
'015915157,MAY EL,C,'EE - 05,E
'015915158,MCDERMOTT EL,C,'EE - 05,E
'015915160,MYERS EL,C,'EE - 05,E
'015915161,STEUBING EL,A,'EE - 05,E
'015915162,MICHAEL EL,C,'EE - 05,E
'015915165,CARSON EL,A,'EE - 05,E
'015915166,BURKE EL,A,'EE - 05,E
'015915167,RABA EL,A,'EE - 05,E
'015915168,LEWIS EL,B,'EE - 05,E
'015915169,RHODES EL,C,'EE - 05,E
'015915170,NICHOLS EL,B,'EE - 05,E
'015915171,DRIGGERS EL,B,'EE - 05,E
'015915177,CARNAHAN EL,C,'EE - 05,E
'015915178,AUE EL,A,'EE - 05,E
'015915179,SCARBOROUGH EL,B,'EE - 05,E
'015915180,BEARD EL,A,'EE - 05,E
'015915181,BLATTMAN EL,A,'EE - 05,E
'015915182,OTT EL,C,'EE - 05,E
'015915183,WARD EL,B,'EE - 05,E
'015915184,HATCHETT EL,C,'EE - 05,E
'015915185,MEAD EL,C,'EE - 05,E
'015915186,KRUEGER EL,A,'EE - 05,E
'015915187,LANGLEY EL,B,'EE - 05,E
'015915188,HOFFMANN EL,B,'EE - 05,E
'015915189,MARTIN EL,C,'EE - 05,E
'015915191,KUENTZ EL,A,'EE - 05,E
'015915192,BEHLAU EL,C,'EE - 05,E
'015915193,FRANKLIN EL,B,'EE - 05,E
'015915195,MIRELES EL,A,'EE - 05,E
'015915198,HENDERSON EL,A,'EE - 05,E
'015915223,KALLISON EL,A,'EE - 05,E
'015915224,MORA EL,C,'EE - 05,E
'015915225,LIECK EL,C,'EE - 05,E
'015915226,FIELDS EL,A,'EE - 05,E
'015915227,BOLDT EL,B,'EE - 05,E
'015915228,COLE EL,A,'EE - 05,E
'015915230,MCANDREW EL,A,'KG - 05,E
'015915234,ELLISON EL,A,'EE - 05,E
'015915236,LOS REYES EL,A,'EE - 05,E
'015915250,PUPIL PERSONNEL CAMPUS,Not Rated,'PK - 05,E
'015915667,NISD PKSA,B,'PK - PK,E
'015916001,JUDSON H S,C,'09 - 12,S
'015916003,JUDSON LEARNING ACAD,B,'10 - 12,S
'015916005,JUDSON CARE ACADEMY,Not Rated,'06 - 12,B
'015916006,BEXAR CO J J A E P,Not Rated,'07 - 08,M
'015916008,KAREN WAGNER H S,B,'09 - 12,S
'015916009,JUDSON ACADEMY,A,'09 - 12,S
'015916010,VETERANS MEMORIAL H S,C,'09 - 12,S
'015916041,KIRBY MIDDLE,F,'06 - 08,M
'015916042,KITTY HAWK MIDDLE,C,'06 - 08,M
'015916043,WOODLAKE HILLS MIDDLE,C,'06 - 08,M
'015916044,HENRY METZGER MIDDLE,F,'06 - 08,M
'015916045,JUDSON MIDDLE,C,'06 - 08,M
'015916101,CONVERSE EL,C,'EE - 05,E
'015916102,HOPKINS EL,C,'EE - 05,E
'015916103,ED FRANZ EL,D,'PK - 05,E
'015916104,CORONADO VILLAGE EL,B,'PK - 05,E
'015916105,PARK VILLAGE EL,C,'EE - 05,E
'015916106,CRESTVIEW EL,A,'PK - 05,E
'015916107,WOODLAKE EL,C,'EE - 05,E
'015916109,OLYMPIA EL,C,'EE - 05,E
'015916110,SPRING MEADOWS EL,C,'EE - 05,E
'015916111,MILLER POINT EL,B,'EE - 05,E
'015916112,CANDLEWOOD EL,C,'EE - 05,E
'015916113,ELOLF EL,C,'PK - 05,E
'015916114,WILLIAM PASCHALL EL,C,'PK - 05,E
'015916115,MARY LOU HARTMAN,C,'EE - 05,E
'015916116,RICARDO SALINAS EL,B,'EE - 05,E
'015916117,JAMES L MASTERS,C,'EE - 05,E
'015916118,ROLLING MEADOWS EL,B,'PK - 05,E
'015916119,COPPERFIELD EL,B,'EE - 05,E
'015916123,ESCONDIDO EL,C,'EE - 05,E
'015916124,WORTHAM OAKS EL,A,'EE - 05,E
'015917001,SOUTHSIDE H S,C,'09 - 12,S
'015917002,SOUTHSIDE ALTER CTR,Not Rated,'06 - 11,B
'015917041,JULIUS L MATTHEY MIDDLE,C,'07 - 08,M
'015917102,W M PEARCE PRI,F,'01 - 05,E
'015917103,LOSOYA INT,F,'06 - 06,M
'015917104,HERITAGE EL,F,'01 - 05,E
'015917105,FREEDOM EL,F,'01 - 05,E
'015917106,JULIAN C GALLARDO EL,F,'01 - 05,E
'015917107,COLONEL MENCHACA EARLY CHILDHOOD C,F,'EE - KG,E
'016901001,LYNDON B JOHNSON H S,B,'09 - 12,S
'016901041,LYNDON B JOHNSON MIDDLE,A,'06 - 08,M
'016901101,LYNDON B JOHNSON EL,C,'EE - 05,E
'016902001,BLANCO H S,B,'09 - 12,S
'016902041,BLANCO MIDDLE,B,'06 - 08,M
'016902101,BLANCO EL,B,'EE - 05,E
'017901001,BORDEN COUNTY SCHOOL,A,'KG - 12,B
'018901001,CLIFTON H S,B,'09 - 12,S
'018901041,CLIFTON MIDDLE,C,'06 - 08,M
'018901101,CLIFTON EL,C,'EE - 05,E
'018902001,MERIDIAN H S,B,'06 - 12,B
'018902101,MERIDIAN EL,C,'EE - 05,E
'018903001,MORGAN SCHOOL,C,'EE - 12,B
'018904001,VALLEY MILLS H S,B,'09 - 12,S
'018904041,VALLEY MILLS J H,C,'06 - 08,M
'018904101,VALLEY MILLS EL,A,'PK - 05,E
'018905003,WALNUT SPRINGS SCHOOL,B,'PK - 12,B
'018906001,IREDELL SCHOOL,B,'PK - 12,B
'018907001,KOPPERL SCHOOL,C,'PK - 12,B
'018908001,CRANFILLS GAP SCHOOL,C,'PK - 12,B
'019901001,DEKALB H S,B,'09 - 12,S
'019901041,DEKALB MIDDLE,D,'05 - 08,M
'019901102,DEKALB EL,F,'EE - 04,E
'019902002,HOOKS H S,B,'09 - 12,S
'019902041,HOOKS J H,B,'05 - 08,M
'019902102,HOOKS EL,B,'EE - 04,E
'019903001,MAUD SCHOOL,B,'EE - 12,B
'019905001,NEW BOSTON H S,B,'09 - 12,S
'019905041,NEW BOSTON MIDDLE,C,'06 - 08,M
'019905101,CRESTVIEW EL,C,'03 - 05,E
'019905103,OAKVIEW PRI SCHOOL,C,'EE - 02,E
'019906001,REDWATER H S,A,'09 - 12,S
'019906041,REDWATER J H,A,'07 - 08,M
'019906101,REDWATER EL,C,'EE - 03,E
'019906102,REDWATER MIDDLE,C,'04 - 06,E
'019907002,TEXAS H S,B,'09 - 12,S
'019907003,OPTIONS,B,'09 - 12,S
'019907042,TEXAS MIDDLE,C,'06 - 08,M
'019907105,HIGHLAND PARK EL,C,'PK - 05,E
'019907107,THERON JONES EARLY LITERACY CENTER,C,'KG - 02,E
'019907108,WESTLAWN EL,C,'03 - 05,E
'019907109,NASH EL,B,'PK - 05,E
'019907111,SPRING LAKE PARK EL,C,'PK - 05,E
'019907113,WAKE VILLAGE EL,B,'PK - 05,E
'019907115,PAUL LAURENCE DUNBAR EARLY EDUCATI,C,'EE - PK,E
'019907116,MARTHA & JOSH MORRISS MATH & ENGIN,A,'KG - 05,E
'019907117,WAGGONER CREEK EL,C,'KG - 05,E
'019908001,LIBERTY-EYLAU H S,B,'09 - 12,S
'019908041,LIBERTY-EYLAU MIDDLE,C,'05 - 08,M
'019908102,LIBERTY-EYLAU EARLY CHILDHOOD CENT,F,'EE - KG,E
'019908103,LIBERTY-EYLAU EL,F,'01 - 04,E
'019909001,JAMES BOWIE H S,B,'09 - 12,S
'019909041,JAMES BOWIE MIDDLE,C,'06 - 08,M
'019909101,JAMES BOWIE EL,B,'PK - 05,E
'019910101,MALTA EL,A,'PK - 06,E
'019911041,RED LICK MIDDLE,A,'05 - 08,M
'019911101,RED LICK EL,B,'KG - 04,E
'019912001,PLEASANT GROVE H S,B,'09 - 12,S
'019912041,PLEASANT GROVE MIDDLE,B,'06 - 08,M
'019912102,PLEASANT GROVE EL,A,'EE - 02,E
'019912200,PLEASANT GROVE INT,A,'03 - 05,E
'019913101,HUBBARD ISD,F,'PK - 08,E
'019914101,LEARY EL,F,'PK - 08,E
'020901001,ALVIN H S,B,'09 - 12,S
'020901002,MANVEL H S,B,'09 - 12,S
'020901004,BRAZORIA CO J J A E P,Not Rated,'09 - 11,S
'020901005,ASSETS,A,'09 - 12,S
'020901006,SHADOW CREEK H S,B,'09 - 12,S
'020901041,ALVIN J H,C,'06 - 08,M
'020901042,RODEO PALMS J H,B,'06 - 08,M
'020901043,G W HARBY J H,D,'06 - 08,M
'020901045,NOLAN RYAN J H,B,'06 - 08,M
'020901046,FAIRVIEW J H,D,'06 - 08,M
'020901047,MANVEL J H,C,'06 - 08,M
'020901048,DR RONALD E MCNAIR JH,B,'06 - 08,M
'020901101,ALVIN EL,C,'03 - 05,E
'020901102,ALVIN PRI,C,'EE - 02,E
'020901103,MARK TWAIN EL,C,'EE - 05,E
'020901104,BILL HASSE EL,C,'PK - 05,E
'020901105,E C MASON EL,C,'PK - 05,E
'020901106,R L STEVENSON PRI,A,'EE - 02,E
'020901107,WALT DISNEY EL,A,'03 - 05,E
'020901108,MELBA PASSMORE EL,C,'PK - 05,E
'020901109,HOOD-CASE EL,B,'EE - 05,E
'020901110,DON JETER EL,B,'EE - 05,E
'020901111,MARY BURKS MAREK EL,A,'EE - 05,E
'020901112,LAURA INGALLS WILDER,A,'PK - 05,E
'020901113,SAVANNAH LAKES EL,C,'PK - 05,E
'020901114,GLENN YORK EL,A,'EE - 05,E
'020901115,RED DUKE EL,B,'EE - 05,E
'020901116,MERIDIANA EL,B,'EE - 05,E
'020901117,SHIRLEY DILL BROTHERS EL,A,'EE - 05,E
'020901118,POMONA EL,B,'PK - 05,E
'020902001,ANGLETON H S,B,'09 - 12,S
'020902002,STUDENT ALTERNATIVE CTR,Not Rated,'07 - 12,S
'020902003,BRAZORIA CO ALTER ED CTR,Not Rated,'08 - 10,S
'020902004,BRAZORIA CO JUVENILE DETENTION,Not Rated,'06 - 12,B
'020902044,ANGLETON J H SCHOOL,C,'06 - 08,M
'020902102,NORTHSIDE EL,C,'KG - 05,E
'020902103,SOUTHSIDE EL,D,'KG - 05,E
'020902104,WESTSIDE EL,C,'KG - 05,E
'020902108,RANCHO ISABELLA EL,B,'KG - 05,E
'020902109,FRONTIER EL,B,'KG - 05,E
'020902110,CENTRAL EL,B,'EE - 05,E
'020904001,DANBURY H S,B,'09 - 12,S
'020904002,BRAZORIA CO J J A E P,Not Rated,'11 - 11,S
'020904041,DANBURY MIDDLE,C,'06 - 08,M
'020904101,DANBURY EL,B,'EE - 05,E
'020905001,BRAZOSPORT H S,C,'09 - 12,S
'020905002,BRAZOSWOOD H S,B,'09 - 12,S
'020905004,LIGHTHOUSE LEARNING CENTER - DAEP,Not Rated,'03 - 12,B
'020905005,LIGHTHOUSE LEARNING CENTER - JJAEP,Not Rated,'09 - 10,S
'020905006,BRAZOS SUCCESS ACADEMY,C,'09 - 12,S
'020905041,CLUTE INT,C,'05 - 08,M
'020905042,FREEPORT INT,B,'07 - 08,M
'020905043,LAKE JACKSON INT,A,'07 - 08,M
'020905101,S F AUSTIN EL,C,'PK - 06,E
